nodename,batch,solution,version,git,task,data,timestamp,action,stderr,ret
ip-172-31-21-20,1672352908,clickhouse,22.12.1.1752,,join,J1_1e7_NA_0_0,1672353097.22482,start,,
ip-172-31-21-20,1672352908,clickhouse,22.12.1.1752,,join,J1_1e7_NA_0_0,1672353279.79267,finish,0,0
ip-172-31-21-20,1672352908,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,groupby,G1_1e7_1e2_0_0,1672353294.80798,start,,
ip-172-31-21-20,1672352908,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,groupby,G1_1e7_1e2_0_0,1672353395.39344,finish,40000,0
ip-172-31-21-20,1672352908,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_0,1672353410.40866,start,,
ip-172-31-21-20,1672352908,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_0,1672353583.76305,finish,0,0
ip-172-31-21-20,1672352908,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,groupby,G1_1e7_1e2_0_0,1672353598.77842,start,,
ip-172-31-21-20,1672352908,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,groupby,G1_1e7_1e2_0_0,1672353599.06405,finish,5,1
ip-172-31-21-20,1672352908,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,join,J1_1e7_NA_0_0,1672353614.07933,start,,
ip-172-31-21-20,1672352908,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,join,J1_1e7_NA_0_0,1672353614.36899,finish,5,1
ip-172-31-21-20,1672352908,spark,3.3.1,,groupby,G1_1e7_1e2_0_0,1672353629.38432,start,,
ip-172-31-21-20,1672352908,spark,3.3.1,,groupby,G1_1e7_1e2_0_0,1672353697.58744,finish,2,0
ip-172-31-21-20,1672352908,spark,3.3.1,,join,J1_1e7_NA_0_0,1672353712.60266,start,,
ip-172-31-21-20,1672352908,spark,3.3.1,,join,J1_1e7_NA_0_0,1672353794.11648,finish,2,0
ip-172-31-21-20,1672352908,dask,2022.11.1,c2556fb3a574feaeee5be3a8aebae7e229abe28f,groupby,G1_1e7_1e2_0_0,1672353809.13183,start,,
ip-172-31-21-20,1672352908,dask,2022.11.1,c2556fb3a574feaeee5be3a8aebae7e229abe28f,groupby,G1_1e7_1e2_0_0,1672353858.95968,finish,15,1
ip-172-31-21-20,1672352908,dask,2022.11.1,c2556fb3a574feaeee5be3a8aebae7e229abe28f,join,J1_1e7_NA_0_0,1672353873.97509,start,,
ip-172-31-21-20,1672352908,dask,2022.11.1,c2556fb3a574feaeee5be3a8aebae7e229abe28f,join,J1_1e7_NA_0_0,1672354503.46414,finish,4,0
ip-172-31-21-20,1672355819,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,groupby,G1_1e7_1e2_0_0,1672355820.55195,start,,
ip-172-31-21-20,1672355819,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,groupby,G1_1e7_1e2_0_0,1672355869.86813,finish,0,0
ip-172-31-21-20,1672355819,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,join,J1_1e7_NA_0_0,1672355884.88358,start,,
ip-172-31-21-20,1672355819,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,join,J1_1e7_NA_0_0,1672356168.56171,finish,0,0
ip-172-31-21-20,1672356663,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,groupby,G1_1e7_1e2_0_0,1672356665.08047,start,,
ip-172-31-21-20,1672356663,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,groupby,G1_1e7_1e2_0_0,1672356748.34279,finish,0,0
ip-172-31-21-20,1672357257,dplyr,1.0.10,,groupby,G1_1e7_1e2_0_0,1672357259.43799,start,,
ip-172-31-21-20,1672357257,dplyr,1.0.10,,groupby,G1_1e7_1e2_0_0,1672357761.23707,finish,16,0
ip-172-31-21-20,1672357257,dplyr,1.0.10,,join,J1_1e7_NA_0_0,1672357776.25246,start,,
ip-172-31-21-20,1672357257,dplyr,1.0.10,,join,J1_1e7_NA_0_0,1672358044.41295,finish,0,0
ip-172-31-21-20,1672357257,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,groupby,G1_1e7_1e2_0_0,1672358059.42829,start,,
ip-172-31-21-20,1672357257,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,groupby,G1_1e7_1e2_0_0,1672358152.25958,finish,0,0
ip-172-31-21-20,1672357257,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_0,1672358167.27502,start,,
ip-172-31-21-20,1672357257,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_0,1672358389.91159,finish,0,0
ip-172-31-21-20,1672357257,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,groupby,G1_1e7_1e2_0_0,1672358404.927,start,,
ip-172-31-21-20,1672357257,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,groupby,G1_1e7_1e2_0_0,1672358446.6658,finish,0,0
ip-172-31-21-20,1672357257,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,join,J1_1e7_NA_0_0,1672358461.68107,start,,
ip-172-31-21-20,1672357257,pydatatable,1.1.0a0,742a8ac0689018436c8f0353d3f9ef1bff3f0406,join,J1_1e7_NA_0_0,1672358737.98063,finish,0,0
ip-172-31-21-20,1672357257,spark,3.3.1,,groupby,G1_1e7_1e2_0_0,1672358752.99583,start,,
ip-172-31-21-20,1672357257,spark,3.3.1,,groupby,G1_1e7_1e2_0_0,1672358817.16148,finish,2,0
ip-172-31-21-20,1672357257,spark,3.3.1,,join,J1_1e7_NA_0_0,1672358832.17686,start,,
ip-172-31-21-20,1672357257,spark,3.3.1,,join,J1_1e7_NA_0_0,1672358906.24179,finish,2,0
ip-172-31-21-20,1672357257,dask,2022.11.1,c2556fb3a574feaeee5be3a8aebae7e229abe28f,groupby,G1_1e7_1e2_0_0,1672358921.25702,start,,
ip-172-31-21-20,1672357257,dask,2022.11.1,c2556fb3a574feaeee5be3a8aebae7e229abe28f,groupby,G1_1e7_1e2_0_0,1672358963.64072,finish,15,1
ip-172-31-21-20,1672357257,dask,2022.11.1,c2556fb3a574feaeee5be3a8aebae7e229abe28f,join,J1_1e7_NA_0_0,1672358978.65526,start,,
ip-172-31-21-20,1672357257,dask,2022.11.1,c2556fb3a574feaeee5be3a8aebae7e229abe28f,join,J1_1e7_NA_0_0,1672359612.93619,finish,0,0
ip-172-31-21-20,1672357257,polars,0.15.7,,groupby,G1_1e7_1e2_0_0,1672359627.95145,start,,
ip-172-31-21-20,1672357257,polars,0.15.7,,groupby,G1_1e7_1e2_0_0,1672359639.65706,finish,0,0
ip-172-31-21-20,1672357257,polars,0.15.7,,join,J1_1e7_NA_0_0,1672359654.67246,start,,
ip-172-31-21-20,1672357257,polars,0.15.7,,join,J1_1e7_NA_0_0,1672359655.97063,finish,8,1
ip-172-31-21-20,1672357257,clickhouse,22.12.1.1752,,groupby,G1_1e7_1e2_0_0,1672359670.98593,start,,
ip-172-31-21-20,1672357257,clickhouse,22.12.1.1752,,groupby,G1_1e7_1e2_0_0,1672359841.44517,finish,0,0
ip-172-31-21-20,1672357257,clickhouse,22.12.1.1752,,join,J1_1e7_NA_0_0,1672359856.46054,start,,
ip-172-31-21-20,1672357257,clickhouse,22.12.1.1752,,join,J1_1e7_NA_0_0,1672360037.9984,finish,0,0
ip-172-31-21-20,1672361057,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_0,1672361058.57551,start,,
ip-172-31-21-20,1672361057,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_0,1672361341.16603,finish,0,0
ip-172-31-21-20,1672361889,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_5_0,1672361891.46062,start,,
ip-172-31-21-20,1672362175,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_5_0,1672362176.78663,start,,
ip-172-31-21-20,1672362278,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_1,1672362280.0539,start,,
ip-172-31-21-20,1672362397,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_1,1672362398.56511,start,,
ip-172-31-21-20,1672362397,pandas,1.5.2,8dab54d6573f7186ff0c3b6364d5e4dd635ff3e7,join,J1_1e7_NA_0_1,1672362547.66191,finish,0,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e7_1e1_0_0,1672363051.54023,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e7_1e1_0_0,1672363724.26186,finish,16,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e7_2e0_0_0,1672363739.27717,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e7_2e0_0_0,1672365023.6766,finish,16,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e7_1e2_0_1,1672365038.69196,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e7_1e2_0_1,1672365456.81031,finish,16,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e7_1e2_5_0,1672365471.8256,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e7_1e2_5_0,1672365963.34316,finish,16,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_1e2_0_0,1672365978.35844,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_1e2_0_0,1672372454.51455,finish,16,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_1e1_0_0,1672372469.52999,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_1e1_0_0,1672379672.91186,finish,18,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_2e0_0_0,1672379687.92717,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_2e0_0_0,1672386889.78938,finish,12,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_1e2_0_1,1672386904.80459,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_1e2_0_1,1672391936.77747,finish,16,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_1e2_5_0,1672391951.79269,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,groupby,G1_1e8_1e2_5_0,1672398367.42512,finish,16,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e7_NA_5_0,1672398382.44044,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e7_NA_5_0,1672398655.7143,finish,0,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e7_NA_0_1,1672398670.72957,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e7_NA_0_1,1672398901.05867,finish,0,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e8_NA_0_0,1672398916.0739,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e8_NA_0_0,1672402599.37498,finish,0,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e8_NA_5_0,1672402614.39021,start,,
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e8_NA_5_0,1672405988.23554,finish,0,0
ip-172-31-21-20,1672363049,dplyr,1.0.10,,join,J1_1e8_NA_0_1,1672406003.25076,start,,
